gene_id,spor_gene,unkownSpor_host,nonSpor_host,spor_host,q,m,n,k,p.val,p.adj,significant
K03497,Sporulation gene,4070,1469,2940,2940,25630,27634,4409,1.0559999999999997e-148,3.865499999999999e-148,TRUE
K03588,Sporulation gene,43,10,48,48,25630,27634,58,9.2447e-9,2.9553e-8,TRUE
K03657,Sporulation gene,799,121,207,207,25630,27634,328,1.6287e-8,5.1648e-8,TRUE
K03664,Sporulation gene,442,32,146,146,25630,27634,178,1.3788999999999998e-21,4.7957999999999996e-21,TRUE
K03698,Sporulation gene,543,17,166,166,25630,27634,183,8.137e-36,2.8721999999999996e-35,TRUE
K04769,Sporulation gene,256,4,56,56,25630,27634,60,3.7977e-15,1.2796e-14,TRUE
K06131,Sporulation gene,78,12,61,61,25630,27634,73,6.0722e-11,1.9949e-10,TRUE
K06283,Sporulation gene,76,4,233,233,25630,27634,237,8.267199999999999e-70,2.9711999999999994e-69,TRUE
K06284,Sporulation gene,728,14,177,177,25630,27634,191,2.1587999999999997e-41,7.642799999999999e-41,TRUE
K06333,Sporulation gene,349,14,253,253,25630,27634,267,9.724199999999999e-64,3.4737999999999995e-63,TRUE
K06334,Sporulation gene,708,32,525,525,25630,27634,557,6.725499999999998e-127,2.4542999999999993e-126,TRUE
K06381,Sporulation gene,106,6,47,47,25630,27634,53,6.5778e-11,2.155e-10,TRUE
K06383,Sporulation gene,23,0,62,62,25630,27634,62,0,0,TRUE
K06396,Sporulation gene,60,0,49,49,25630,27634,49,0,0,TRUE
K06399,Sporulation gene,108,7,41,41,25630,27634,48,1.2274e-8,3.9027e-8,TRUE
K06406,Sporulation gene,27,1,55,55,25630,27634,56,1.5706e-18,5.3992e-18,TRUE
K06407,Sporulation gene,32,2,42,42,25630,27634,44,5.0055e-13,1.677e-12,TRUE
K06409,Sporulation gene,63,3,63,63,25630,27634,66,2.6622e-18,9.1253e-18,TRUE
K06412,Sporulation gene,372,1,62,62,25630,27634,63,9.3035e-21,3.2263e-20,TRUE
K06901,Sporulation gene,110,9,46,46,25630,27634,55,8.6812e-9,2.7827e-8,TRUE
K07171,Sporulation gene,2993,74,1625,1625,25630,27634,1699,0,0,TRUE
K07175,Sporulation gene,744,10,112,112,25630,27634,122,4.0527999999999997e-26,1.4221000000000002e-25,TRUE
K07258,Sporulation gene,200,6,44,44,25630,27634,50,4.3985e-10,1.4331e-9,TRUE
K07699,Sporulation gene,642,14,421,421,25630,27634,435,8.487099999999999e-115,3.0875999999999993e-114,TRUE
K07738,Sporulation gene,78,4,73,73,25630,27634,77,3.1240000000000003e-20,1.0802000000000001e-19,TRUE
K08384,Sporulation gene,43,2,58,58,25630,27634,60,5.5183e-18,1.8861e-17,TRUE
K09747,Sporulation gene,166,7,57,57,25630,27634,64,5.8821e-13,1.9596e-12,TRUE
K10716,Sporulation gene,124,35,95,95,25630,27634,130,2.0206e-9,6.5476e-9,TRUE
K10979,Sporulation gene,42,0,61,61,25630,27634,61,0,0,TRUE
K11751,Sporulation gene,59,1,43,43,25630,27634,44,1.0316e-14,3.4659e-14,TRUE
K18889,Sporulation gene,27,1,48,48,25630,27634,49,2.649e-16,8.9763e-16,TRUE
K20118,Sporulation gene,32,2,40,40,25630,27634,42,2.069e-12,6.8543e-12,TRUE
K00012,Sporulation gene,285,138,180,180,25630,27634,318,9.8545e-4,0.002763,FALSE
K00033,Sporulation gene,243,96,3,3,25630,27634,99,1,1,FALSE
K00041,Sporulation gene,78,105,24,24,25630,27634,129,1,1,FALSE
K00059,Sporulation gene,245,52,47,47,25630,27634,99,0.51054,0.74846,FALSE
K00067,Sporulation gene,63,11,20,20,25630,27634,31,0.021835,0.053838,FALSE
K00074,Sporulation gene,40,6,12,12,25630,27634,18,0.034102,0.082038,FALSE
K00075,Sporulation gene,96,6,16,16,25630,27634,22,0.0051688,0.013653,FALSE
K00121,Sporulation gene,4,0,0,0,25630,27634,0,0,0,FALSE
K00128,Sporulation gene,14,1,7,7,25630,27634,8,0.0028726,0.0077294,FALSE
K00177,Sporulation gene,105,35,0,0,25630,27634,35,1,1,FALSE
K00215,Sporulation gene,530,75,80,80,25630,27634,155,0.17043,0.34611,FALSE
K00259,Sporulation gene,1,2,0,0,25630,27634,2,0.73084,0.94937,FALSE
K00282,Sporulation gene,7,3,2,2,25630,27634,5,0.46476,0.70893,FALSE
K00283,Sporulation gene,16,6,4,4,25630,27634,10,0.57598,0.83003,FALSE
K00286,Sporulation gene,126,34,18,18,25630,27634,52,0.96576,1,FALSE
K00366,Sporulation gene,12,0,8,8,25630,27634,8,0,0,FALSE
K00425,Sporulation gene,82,64,0,0,25630,27634,64,1,1,FALSE
K00426,Sporulation gene,72,68,0,0,25630,27634,68,1,1,FALSE
K00605,Sporulation gene,16,4,4,4,25630,27634,8,0.32295,0.58566,FALSE
K00626,Sporulation gene,30,12,30,30,25630,27634,42,6.3631e-4,0.0018097,FALSE
K00627,Sporulation gene,24,8,2,2,25630,27634,10,0.93081,1,FALSE
K00666,Sporulation gene,8,4,1,1,25630,27634,5,0.78811,1,FALSE
K00688,Sporulation gene,73,21,54,54,25630,27634,75,7.8497e-6,2.4371e-5,FALSE
K00700,Sporulation gene,63,25,42,42,25630,27634,67,0.005885,0.015408,FALSE
K00754,Sporulation gene,0,0,1,1,25630,27634,1,0,0,FALSE
K00756,Sporulation gene,33,1,10,10,25630,27634,11,3.1987e-4,9.2528e-4,FALSE
K00791,Sporulation gene,74,19,14,14,25630,27634,33,0.68366,0.94722,FALSE
K00794,Sporulation gene,12,13,17,17,25630,27634,30,0.13132,0.27372,FALSE
K00797,Sporulation gene,16,1,9,9,25630,27634,10,6.6489e-4,0.0018731,FALSE
K00806,Sporulation gene,86,30,20,20,25630,27634,50,0.84326,1,FALSE
K00841,Sporulation gene,12,4,0,0,25630,27634,4,0.92756,1,FALSE
K00859,Sporulation gene,47,12,27,27,25630,27634,39,0.0023357,0.0063681,FALSE
K00860,Sporulation gene,66,12,2,2,25630,27634,14,0.99056,1,FALSE
K00864,Sporulation gene,26,4,15,15,25630,27634,19,0.0013184,0.0036705,FALSE
K00876,Sporulation gene,57,25,14,14,25630,27634,39,0.91498,1,FALSE
K00882,Sporulation gene,41,2,6,6,25630,27634,8,0.027657,0.066805,FALSE
K00901,Sporulation gene,13,6,7,7,25630,27634,13,0.24508,0.47186,FALSE
K00919,Sporulation gene,33,28,3,3,25630,27634,31,0.99999,1,FALSE
K00927,Sporulation gene,416,272,160,160,25630,27634,432,1,1,FALSE
K00928,Sporulation gene,700,189,154,154,25630,27634,343,0.87365,1,FALSE
K00931,Sporulation gene,84,18,44,44,25630,27634,62,7.9201e-5,2.3483e-4,FALSE
K00940,Sporulation gene,110,35,0,0,25630,27634,35,1,1,FALSE
K00949,Sporulation gene,29,9,9,9,25630,27634,18,0.34585,0.60588,FALSE
K00963,Sporulation gene,108,60,6,6,25630,27634,66,1,1,FALSE
K00965,Sporulation gene,164,32,36,36,25630,27634,68,0.17934,0.36296,FALSE
K00973,Sporulation gene,82,31,15,15,25630,27634,46,0.97584,1,FALSE
K00978,Sporulation gene,11,2,10,10,25630,27634,12,0.0021458,0.0058774,FALSE
K00989,Sporulation gene,5,2,0,0,25630,27634,2,0.73084,0.94937,FALSE
K00991,Sporulation gene,165,5,4,4,25630,27634,9,0.45379,0.70893,FALSE
K00997,Sporulation gene,29,20,3,3,25630,27634,23,0.99954,1,FALSE
K01028,Sporulation gene,59,2,2,2,25630,27634,4,0.28482,0.52946,FALSE
K01048,Sporulation gene,6,1,4,4,25630,27634,5,0.025792,0.062683,FALSE
K01056,Sporulation gene,22,11,21,21,25630,27634,32,0.014913,0.037314,FALSE
K01077,Sporulation gene,22,11,0,0,25630,27634,11,0.99927,1,FALSE
K01118,Sporulation gene,8,1,0,0,25630,27634,1,0.48119,0.70893,FALSE
K01126,Sporulation gene,128,48,16,16,25630,27634,64,0.99987,1,FALSE
K01151,Sporulation gene,62,10,23,23,25630,27634,33,0.0036258,0.0096634,FALSE
K01182,Sporulation gene,48,3,5,5,25630,27634,8,0.1212,0.25307,FALSE
K01187,Sporulation gene,80,50,28,28,25630,27634,78,0.98031,1,FALSE
K01207,Sporulation gene,33,11,23,23,25630,27634,34,0.0067252,0.017491,FALSE
K01247,Sporulation gene,38,0,6,6,25630,27634,6,0,0,FALSE
K01255,Sporulation gene,7,0,0,0,25630,27634,0,0,0,FALSE
K01258,Sporulation gene,69,6,4,4,25630,27634,10,0.57598,0.83003,FALSE
K01262,Sporulation gene,57,24,23,23,25630,27634,47,0.39762,0.69248,FALSE
K01297,Sporulation gene,8,4,0,0,25630,27634,4,0.92756,1,FALSE
K01304,Sporulation gene,15,0,6,6,25630,27634,6,0,0,FALSE
K01308,Sporulation gene,35,0,12,12,25630,27634,12,0,0,FALSE
K01420,Sporulation gene,16,1,1,1,25630,27634,2,0.23154,0.44797,FALSE
K01425,Sporulation gene,15,3,2,2,25630,27634,5,0.46476,0.70893,FALSE
K01438,Sporulation gene,10,48,2,2,25630,27634,50,1,1,FALSE
K01447,Sporulation gene,286,87,45,45,25630,27634,132,0.99924,1,FALSE
K01448,Sporulation gene,5112,1585,1299,1299,25630,27634,2884,0.99964,1,FALSE
K01462,Sporulation gene,217,19,31,31,25630,27634,50,0.017298,0.0431,FALSE
K01464,Sporulation gene,12,2,0,0,25630,27634,2,0.73084,0.94937,FALSE
K01466,Sporulation gene,5,1,0,0,25630,27634,1,0.48119,0.70893,FALSE
K01489,Sporulation gene,36,10,11,11,25630,27634,21,0.2711,0.51943,FALSE
K01537,Sporulation gene,295,71,36,36,25630,27634,107,0.9983,1,FALSE
K01567,Sporulation gene,18,0,4,4,25630,27634,4,0,0,FALSE
K01585,Sporulation gene,23,9,1,1,25630,27634,10,0.98549,1,FALSE
K01586,Sporulation gene,925,320,300,300,25630,27634,620,0.43039,0.70893,FALSE
K01640,Sporulation gene,4,2,0,0,25630,27634,2,0.73084,0.94937,FALSE
K01647,Sporulation gene,215,105,140,140,25630,27634,245,0.0018722,0.0051869,FALSE
K01685,Sporulation gene,63,6,15,15,25630,27634,21,0.0084441,0.021724,FALSE
K01686,Sporulation gene,37,24,12,12,25630,27634,36,0.94725,1,FALSE
K01710,Sporulation gene,56,30,16,16,25630,27634,46,0.95276,1,FALSE
K01720,Sporulation gene,1,0,0,0,25630,27634,0,0,0,FALSE
K01734,Sporulation gene,185,7,14,14,25630,27634,21,0.026599,0.064512,FALSE
K01736,Sporulation gene,82,18,14,14,25630,27634,32,0.62362,0.8784,FALSE
K01751,Sporulation gene,23,5,4,4,25630,27634,9,0.45379,0.70893,FALSE
K01759,Sporulation gene,35,6,3,3,25630,27634,9,0.70772,0.94937,FALSE
K01775,Sporulation gene,102,12,11,11,25630,27634,23,0.42759,0.70893,FALSE
K01776,Sporulation gene,35,36,10,10,25630,27634,46,0.99979,1,FALSE
K01790,Sporulation gene,59,46,27,27,25630,27634,73,0.96372,1,FALSE
K01803,Sporulation gene,252,40,80,80,25630,27634,120,1.3812e-5,4.2219e-5,FALSE
K01835,Sporulation gene,116,30,24,24,25630,27634,54,0.65632,0.9181,FALSE
K01843,Sporulation gene,6,3,0,0,25630,27634,3,0.86036,1,FALSE
K01893,Sporulation gene,102,60,16,16,25630,27634,76,1,1,FALSE
K01921,Sporulation gene,106,86,4,4,25630,27634,90,1,1,FALSE
K01928,Sporulation gene,38,11,13,13,25630,27634,24,0.21266,0.42176,FALSE
K01929,Sporulation gene,27,5,5,5,25630,27634,10,0.3316,0.59497,FALSE
K01934,Sporulation gene,40,9,37,37,25630,27634,46,1.4092e-6,4.3866e-6,FALSE
K01953,Sporulation gene,74,22,23,23,25630,27634,45,0.29057,0.53931,FALSE
K01961,Sporulation gene,14,11,3,3,25630,27634,14,0.96085,1,FALSE
K01971,Sporulation gene,27,0,17,17,25630,27634,17,0,0,FALSE
K01994,Sporulation gene,5,2,0,0,25630,27634,2,0.73084,0.94937,FALSE
K02103,Sporulation gene,2,1,6,6,25630,27634,7,0.0059706,0.015563,FALSE
K02112,Sporulation gene,78,40,34,34,25630,27634,74,0.60114,0.86031,FALSE
K02313,Sporulation gene,39,9,13,13,25630,27634,22,0.10666,0.23469,FALSE
K02335,Sporulation gene,7758,957,176,176,25630,27634,1133,1,1,FALSE
K02338,Sporulation gene,2502,1246,794,794,25630,27634,2040,1,1,FALSE
K02412,Sporulation gene,22,2,12,12,25630,27634,14,5.7345e-4,0.0016349,FALSE
K02428,Sporulation gene,74,29,36,36,25630,27634,65,0.097252,0.21519,FALSE
K02479,Sporulation gene,1,1,0,0,25630,27634,1,0.48119,0.70893,FALSE
K02495,Sporulation gene,5,0,0,0,25630,27634,0,0,0,FALSE
K02528,Sporulation gene,132,7,19,19,25630,27634,26,0.0026412,0.0071681,FALSE
K02563,Sporulation gene,19,7,19,19,25630,27634,26,0.0026412,0.0071681,FALSE
K02761,Sporulation gene,24,18,4,4,25630,27634,22,0.99632,1,FALSE
K02770,Sporulation gene,102,10,18,18,25630,27634,28,0.028035,0.06758,FALSE
K02810,Sporulation gene,16,4,10,10,25630,27634,14,0.020613,0.050931,FALSE
K03100,Sporulation gene,177,24,57,57,25630,27634,81,1.5157e-5,4.6211e-5,FALSE
K03110,Sporulation gene,50,22,5,5,25630,27634,27,0.99857,1,FALSE
K03183,Sporulation gene,66,42,0,0,25630,27634,42,1,1,FALSE
K03216,Sporulation gene,37,3,11,11,25630,27634,14,0.0043444,0.011553,FALSE
K03217,Sporulation gene,21,24,5,5,25630,27634,29,0.99945,1,FALSE
K03293,Sporulation gene,1,5,0,0,25630,27634,5,0.96242,1,FALSE
K03294,Sporulation gene,33,7,2,2,25630,27634,9,0.89023,1,FALSE
K03299,Sporulation gene,6,5,3,3,25630,27634,8,0.59486000000000006,0.85309,FALSE
K03300,Sporulation gene,3,0,0,0,25630,27634,0,0,0,FALSE
K03305,Sporulation gene,23,17,5,5,25630,27634,22,0.98662,1,FALSE
K03311,Sporulation gene,38,7,4,4,25630,27634,11,0.68164,0.94553,FALSE
K03312,Sporulation gene,58,4,9,9,25630,27634,13,0.034399,0.082585,FALSE
K03325,Sporulation gene,6,1,3,3,25630,27634,4,0.053605,0.12273,FALSE
K03346,Sporulation gene,8,0,4,4,25630,27634,4,0,0,FALSE
K03431,Sporulation gene,37,3,13,13,25630,27634,16,0.0013014,0.0036317,FALSE
K03495,Sporulation gene,14,8,6,6,25630,27634,14,0.5487,0.79946,FALSE
K03517,Sporulation gene,15,3,10,10,25630,27634,13,0.0078306,0.020248,FALSE
K03524,Sporulation gene,37,9,8,8,25630,27634,17,0.43742,0.70893,FALSE
K03526,Sporulation gene,34,16,8,8,25630,27634,24,0.89424,1,FALSE
K03529,Sporulation gene,58,16,8,8,25630,27634,24,0.89424,1,FALSE
K03531,Sporulation gene,59,14,26,26,25630,27634,40,0.010493,0.02682,FALSE
K03537,Sporulation gene,1,0,0,0,25630,27634,0,0,0,FALSE
K03569,Sporulation gene,71,8,17,17,25630,27634,25,0.013581,0.034198,FALSE
K03574,Sporulation gene,502,76,35,35,25630,27634,111,0.99972,1,FALSE
K03589,Sporulation gene,25,9,21,21,25630,27634,30,0.004506,0.011956,FALSE
K03590,Sporulation gene,14,4,3,3,25630,27634,7,0.4589,0.70893,FALSE
K03594,Sporulation gene,104,3,1,1,25630,27634,4,0.65877,0.9181,FALSE
K03595,Sporulation gene,155,14,13,13,25630,27634,27,0.42174,0.70893,FALSE
K03609,Sporulation gene,39,5,5,5,25630,27634,10,0.3316,0.59497,FALSE
K03610,Sporulation gene,34,16,20,20,25630,27634,36,0.14454,0.29813,FALSE
K03650,Sporulation gene,179,32,4,4,25630,27634,36,1,1,FALSE
K03696,Sporulation gene,217,55,40,40,25630,27634,95,0.85807,1,FALSE
K03699,Sporulation gene,27,6,7,7,25630,27634,13,0.24508,0.47186,FALSE
K03706,Sporulation gene,22,0,8,8,25630,27634,8,0,0,FALSE
K03716,Sporulation gene,6,0,3,3,25630,27634,3,0,0,FALSE
K03719,Sporulation gene,24,10,24,24,25630,27634,34,0.0023344,0.0063681,FALSE
K03723,Sporulation gene,36,43,24,24,25630,27634,67,0.97154,1,FALSE
K03741,Sporulation gene,18,8,4,4,25630,27634,12,0.76777,0.98761,FALSE
K03781,Sporulation gene,49,2,1,1,25630,27634,3,0.47179,0.70893,FALSE
K03790,Sporulation gene,35,3,5,5,25630,27634,8,0.1212,0.25307,FALSE
K03797,Sporulation gene,109,22,32,32,25630,27634,54,0.037723,0.090019,FALSE
K03798,Sporulation gene,164,5,19,19,25630,27634,24,4.084e-4,0.0011728,FALSE
K03799,Sporulation gene,23,14,0,0,25630,27634,14,0.9999,1,FALSE
K03829,Sporulation gene,1,0,0,0,25630,27634,0,0,0,FALSE
K03885,Sporulation gene,8,20,0,0,25630,27634,20,1,1,FALSE
K03892,Sporulation gene,28,3,5,5,25630,27634,8,0.1212,0.25307,FALSE
K03893,Sporulation gene,7,1,0,0,25630,27634,1,0.48119,0.70893,FALSE
K03979,Sporulation gene,17,11,7,7,25630,27634,18,0.70672,0.94937,FALSE
K03980,Sporulation gene,2,2,0,0,25630,27634,2,0.73084,0.94937,FALSE
K04074,Sporulation gene,31,2,5,5,25630,27634,7,0.051043,0.11917,FALSE
K04076,Sporulation gene,1,0,1,1,25630,27634,1,0,0,FALSE
K04564,Sporulation gene,96,23,2,2,25630,27634,25,0.99998,1,FALSE
K04758,Sporulation gene,112,14,22,22,25630,27634,36,0.041699,0.098713,FALSE
K04759,Sporulation gene,152,31,53,53,25630,27634,84,0.0020564,0.0056587,FALSE
K04763,Sporulation gene,807,195,204,204,25630,27634,399,0.10428,0.22988,FALSE
K05020,Sporulation gene,0,1,1,1,25630,27634,2,0.23154,0.44797,FALSE
K05340,Sporulation gene,7,1,0,0,25630,27634,1,0.48119,0.70893,FALSE
K05515,Sporulation gene,45,5,9,9,25630,27634,14,0.068864,0.15586,FALSE
K05592,Sporulation gene,53,17,12,12,25630,27634,29,0.70465,0.94937,FALSE
K05606,Sporulation gene,39,30,3,3,25630,27634,33,1,1,FALSE
K05770,Sporulation gene,30,14,2,2,25630,27634,16,0.99672,1,FALSE
K05810,Sporulation gene,62,10,6,6,25630,27634,16,0.72429,0.94937,FALSE
K05916,Sporulation gene,4,1,0,0,25630,27634,1,0.48119,0.70893,FALSE
K05979,Sporulation gene,2,0,0,0,25630,27634,0,0,0,FALSE
K05982,Sporulation gene,23,2,0,0,25630,27634,2,0.73084,0.94937,FALSE
K06012,Sporulation gene,19,1,7,7,25630,27634,8,0.0028726,0.0077294,FALSE
K06015,Sporulation gene,3,0,5,5,25630,27634,5,0,0,FALSE
K06180,Sporulation gene,122,69,31,31,25630,27634,100,0.99963,1,FALSE
K06215,Sporulation gene,26,5,5,5,25630,27634,10,0.3316,0.59497,FALSE
K06217,Sporulation gene,293,44,29,29,25630,27634,73,0.90678,1,FALSE
K06295,Sporulation gene,24,0,3,3,25630,27634,3,0,0,FALSE
K06296,Sporulation gene,5,0,1,1,25630,27634,1,0,0,FALSE
K06297,Sporulation gene,6,0,1,1,25630,27634,1,0,0,FALSE
K06298,Sporulation gene,11,2,2,2,25630,27634,4,0.28482,0.52946,FALSE
K06305,Sporulation gene,3,0,0,0,25630,27634,0,0,0,FALSE
K06306,Sporulation gene,44,0,10,10,25630,27634,10,0,0,FALSE
K06317,Sporulation gene,11,3,3,3,25630,27634,6,0.30916,0.56671,FALSE
K06320,Sporulation gene,2,0,1,1,25630,27634,1,0,0,FALSE
K06328,Sporulation gene,1,0,0,0,25630,27634,0,0,0,FALSE
K06331,Sporulation gene,0,0,1,1,25630,27634,1,0,0,FALSE
K06336,Sporulation gene,3,0,0,0,25630,27634,0,0,0,FALSE
K06344,Sporulation gene,1,0,0,0,25630,27634,0,0,0,FALSE
K06346,Sporulation gene,11,2,2,2,25630,27634,4,0.28482,0.52946,FALSE
K06354,Sporulation gene,0,0,1,1,25630,27634,1,0,0,FALSE
K06363,Sporulation gene,0,0,1,1,25630,27634,1,0,0,FALSE
K06373,Sporulation gene,19,3,3,3,25630,27634,6,0.30916,0.56671,FALSE
K06374,Sporulation gene,19,2,8,8,25630,27634,10,0.0078362,0.020248,FALSE
K06377,Sporulation gene,2,0,0,0,25630,27634,0,0,0,FALSE
K06378,Sporulation gene,12,0,12,12,25630,27634,12,0,0,FALSE
K06379,Sporulation gene,14,0,13,13,25630,27634,13,0,0,FALSE
K06382,Sporulation gene,31,4,8,8,25630,27634,12,0.05644,0.12873,FALSE
K06384,Sporulation gene,60,0,9,9,25630,27634,9,0,0,FALSE
K06385,Sporulation gene,37,2,10,10,25630,27634,12,0.0021458,0.0058774,FALSE
K06386,Sporulation gene,0,1,4,4,25630,27634,5,0.025792,0.062683,FALSE
K06387,Sporulation gene,18,0,0,0,25630,27634,0,0,0,FALSE
K06390,Sporulation gene,67,1,25,25,25630,27634,26,5.4617e-9,1.7554e-8,FALSE
K06391,Sporulation gene,10,0,15,15,25630,27634,15,0,0,FALSE
K06392,Sporulation gene,54,0,23,23,25630,27634,23,0,0,FALSE
K06393,Sporulation gene,53,0,23,23,25630,27634,23,0,0,FALSE
K06394,Sporulation gene,60,0,27,27,25630,27634,27,0,0,FALSE
K06395,Sporulation gene,10,0,18,18,25630,27634,18,0,0,FALSE
K06397,Sporulation gene,65,0,27,27,25630,27634,27,0,0,FALSE
K06398,Sporulation gene,40,3,20,20,25630,27634,23,1.573e-5,4.7835e-5,FALSE
K06400,Sporulation gene,412,40,52,52,25630,27634,92,0.042772,0.10105,FALSE
K06401,Sporulation gene,3,0,0,0,25630,27634,0,0,0,FALSE
K06402,Sporulation gene,11,0,0,0,25630,27634,0,0,0,FALSE
K06403,Sporulation gene,4,0,8,8,25630,27634,8,0,0,FALSE
K06404,Sporulation gene,3,0,8,8,25630,27634,8,0,0,FALSE
K06405,Sporulation gene,26,1,9,9,25630,27634,10,6.6489e-4,0.0018731,FALSE
K06408,Sporulation gene,45,1,11,11,25630,27634,12,1.5389e-4,4.4954e-4,FALSE
K06410,Sporulation gene,31,0,2,2,25630,27634,2,0,0,FALSE
K06411,Sporulation gene,29,1,2,2,25630,27634,3,0.11141,0.23553,FALSE
K06413,Sporulation gene,5,1,6,6,25630,27634,7,0.0059706,0.015563,FALSE
K06416,Sporulation gene,160,1,3,3,25630,27634,4,0.053605,0.12273,FALSE
K06420,Sporulation gene,0,0,1,1,25630,27634,1,0,0,FALSE
K06423,Sporulation gene,2,0,0,0,25630,27634,0,0,0,FALSE
K06426,Sporulation gene,2,0,0,0,25630,27634,0,0,0,FALSE
K06436,Sporulation gene,6,0,0,0,25630,27634,0,0,0,FALSE
K06438,Sporulation gene,51,1,14,14,25630,27634,15,1.7132e-5,5.1966e-5,FALSE
K06608,Sporulation gene,1,0,1,1,25630,27634,1,0,0,FALSE
K06881,Sporulation gene,14,11,3,3,25630,27634,14,0.96085,1,FALSE
K06888,Sporulation gene,3,0,0,0,25630,27634,0,0,0,FALSE
K06902,Sporulation gene,4,3,4,4,25630,27634,7,0.19686,0.3924,FALSE
K06949,Sporulation gene,44,7,11,11,25630,27634,18,0.089872,0.20149,FALSE
K06973,Sporulation gene,38,6,27,27,25630,27634,33,1.3346e-5,4.1006e-5,FALSE
K07001,Sporulation gene,70,33,5,5,25630,27634,38,0.99999,1,FALSE
K07038,Sporulation gene,82,1,9,9,25630,27634,10,6.6489e-4,0.0018731,FALSE
K07042,Sporulation gene,131,9,28,28,25630,27634,37,1.6181e-4,4.7152e-4,FALSE
K07067,Sporulation gene,9,0,0,0,25630,27634,0,0,0,FALSE
K07074,Sporulation gene,16,2,2,2,25630,27634,4,0.28482,0.52946,FALSE
K07090,Sporulation gene,85,36,14,14,25630,27634,50,0.99702,1,FALSE
K07095,Sporulation gene,98,37,49,49,25630,27634,86,0.039707,0.094563,FALSE
K07097,Sporulation gene,512,224,174,174,25630,27634,398,0.95683,1,FALSE
K07114,Sporulation gene,40,29,4,4,25630,27634,33,0.99999,1,FALSE
K07180,Sporulation gene,3,0,0,0,25630,27634,0,0,0,FALSE
K07192,Sporulation gene,742,216,38,38,25630,27634,254,1,1,FALSE
K07217,Sporulation gene,13,4,1,1,25630,27634,5,0.78811,1,FALSE
K07238,Sporulation gene,127,6,27,27,25630,27634,33,1.3346e-5,4.1006e-5,FALSE
K07240,Sporulation gene,148,28,31,31,25630,27634,59,0.2087,0.4146,FALSE
K07257,Sporulation gene,1,1,0,0,25630,27634,1,0.48119,0.70893,FALSE
K07300,Sporulation gene,0,0,1,1,25630,27634,1,0,0,FALSE
K07301,Sporulation gene,51,3,15,15,25630,27634,18,3.7852e-4,0.0010896,FALSE
K07447,Sporulation gene,84,13,8,8,25630,27634,21,0.75742,0.97854,FALSE
K07507,Sporulation gene,111,9,5,5,25630,27634,14,0.74439,0.96276,FALSE
K07566,Sporulation gene,29,7,12,12,25630,27634,19,0.060934,0.13844,FALSE
K07571,Sporulation gene,27,4,4,4,25630,27634,8,0.32295,0.58566,FALSE
K07636,Sporulation gene,116,29,29,29,25630,27634,58,0.33753,0.59659,FALSE
